x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.6535895854646095,0.11500694312440574,0.9502828643490245,0.4821914014279982,0.8724745351820353,0.21233268092271995,0.040709624769089126,0.3971944613457058,0.23313219734837998,0.8417407242530616,15.660278092537657
0.20708234438674689,0.7424695335824086,0.3921541278088413,0.18225651995238434,0.74353941459214,0.06958208096995455,0.8853372043807507,0.9526443992215418,0.9311434346775108,0.41543095304490785,10.59966483138197
0.02898165938687125,0.9820274845981977,0.33963768363528857,0.7066871938888039,0.3618770676075618,0.03510589795136143,0.855058253240408,0.6572535081404924,0.7656829941452387,0.5540872380043942,10.201597209059088
0.8850929366105996,0.9041976153973623,0.010421700558954194,0.07455673614242797,0.2446292097597853,0.13330475245148476,0.6979251004097192,0.3982048835259351,0.8831221914041427,0.181007510273703,12.516522230508425
0.43249917179201347,0.018143202754672627,0.6914378616888425,0.4696906520358368,0.12822218965364773,0.8913370512894592,0.9182036244711153,0.07312099367876845,0.045447943230045196,0.43857289574165303,6.531014638478739
0.6017209299004594,0.31022703396560014,0.6819082419851493,0.20901315084151517,0.5196042972235347,0.5659888305690703,0.441167392587577,0.13755615720926728,0.21354319113746278,0.13337189210614298,10.927270811325435
0.3222967014983108,0.23388711517462912,0.5274981560198206,0.5659711619765536,0.4382252847860598,0.32187262408010886,0.559640810692266,0.8653455811845067,0.8472828773752213,0.10781716598511137,10.237334902453924
0.3163194839742879,0.4094786588012881,0.6870890139224495,0.7022352874732766,0.44619794415216374,0.4203220780992133,0.8026305910699382,0.5386175653186749,0.9235004894140457,0.061907537224691445,13.847683792440918
0.36758345333880693,0.9703987724504175,0.6991039483608943,0.8909755799272392,0.25355271839494953,0.7255271058211085,0.20349443490120078,0.5375118237365566,0.23694300372696753,0.4364921597693634,20.047594425082696
0.798024513521925,0.30840916484027525,0.6215166285021906,0.4396481176453596,0.9133237054420863,0.6586859031511709,0.6536314481152222,0.35845778337969847,0.5229415672031045,0.04508731232445751,16.105318122052694
0.09430966190368961,0.9216121930580363,0.0730445013985126,0.9294173545410587,0.7170151371222513,0.6223105457393452,0.7549897141156995,0.1416699089686273,0.7938221976974498,0.7254031498883766,19.269936036580177
0.5414392806173846,0.48258449316342866,0.47647761037248626,0.4460328304400104,0.8160700624071425,0.2743514933536939,0.06196200767784121,0.9602963416635683,0.458118129915735,0.7578920644633034,15.776847702397179
0.6811586028027742,0.5417779257734663,0.1328324895589963,0.2532056348255165,0.4438555930724907,0.5587499066699819,0.8138643546418699,0.3178283362648987,0.39704509317400427,0.8901682482934037,16.52264738639893
0.8254162078009137,0.10668708302947216,0.15977587556820994,0.6512193086384681,0.569064213493688,0.9840836732251081,0.7491590126592107,0.8023996308544096,0.22830988000756203,0.5187134459531378,14.642542565489347
0.6301084031070082,0.0021853614451678993,0.5132147656659758,0.449190168842061,0.34935635039254787,0.27368125937895416,0.9020828655740287,0.030974459999278392,0.32416908981897474,0.28659274764898823,6.2694697992755275
0.9571360786391782,0.016533066065700153,0.4573236732306324,0.32493579597898214,0.6964633960269622,0.6927497624448758,0.6826460692533826,0.892130458020057,0.9455780028901121,0.08180752537273339,7.2637329912419
0.11688922055159479,0.03686896722387101,0.9237902061451811,0.9819007924132873,0.3766252533157295,0.06347600728517988,0.12785646320834831,0.8798888749341003,0.4540481348396135,0.19949106219314483,15.255383817498096
0.6260318717851846,0.7764294055309054,0.4645481940313997,0.04036681781485052,0.37390115969627524,0.8669184474887572,0.10320552704938357,0.1125111197154588,0.7801340008451672,0.13504882557468556,12.212979076509258
0.12855847210937454,0.24050317491152573,0.2918107997017577,0.33323647506481846,0.7921640161408444,0.24434692768040123,0.10538486033958216,0.11708072147137372,0.3593511253854894,0.23394032837822365,8.989854803522176
